timestamp,unit_passed,unit_failed,ui_passed,ui_failed,total_failures
2026-03-30T13:45:58.130Z,34,0,3,0,0
2026-03-30T13:58:12.574Z,34,0,3,0,0
2026-03-30T14:15:21.904Z,34,0,3,0,0
2026-03-30T14:33:16.565Z,34,0,3,0,0
